forum,year,accept,decision_raw,decision_parse_success,title,abstract,keywords_raw,keyword_document,keyword_count,title_length,abstract_length,topic_cluster,link,num_reviews,mean_score,score_std,rating_parse_success_share,confidence_mean,confidence_parse_success_share,mean_sentiment,mean_politeness,mean_toxicity,mean_constructiveness,review_length_mean,confidence_missing,confidence_mean_imputed,mean_score_percentile,year_topic_cluster,parse_status,mean_sentiment_z,within_year_sentiment_median,high_sentiment,borderline_window,propensity_score,propensity_logit
Xj9V-stmIcO,2023,0,Reject,1,Proper Scoring Rules for Survival Analysis,"Survival analysis is the problem of estimating probability distributions for future events, which can be seen as a problem in uncertainty quantification. Although there are fundamental theories on strictly proper scoring rules for uncertainty quantification, little is known about those for survival analysis. In this paper, we investigate extensions of four major strictly proper scoring rules for survival analysis. Through the extensions, we discuss and clarify the assumptions arising from the discretization of the estimation of probability distributions. We also discuss the relationship between the existing algorithms and extended scoring rules, and we propose new algorithms based on our extensions of the scoring rules for survival analysis.","['scoring rules', 'survival analysis', 'time-to-event analysis']",scoring rules ; survival analysis ; time to event analysis,3,6,107,4,https://openreview.net/forum?id=Xj9V-stmIcO,3,5.666666666666667,0.5773502691896257,1.0,3.333333333333333,1.0,0.8196666666666667,0.1984126984126984,0.0,1.8193221063525813,432.3333333333333,0,3.333333333333333,0.5345,2023_4,decision=1;rating_share=1.0;confidence_share=1.0,0.379464822334042,0.42479020054618355,0,30-70,0.5903015939494383,0.36521228846224146
YaPPldR6te,2023,0,Reject,1,Explainable Machine Learning Predictions for the Long-term Performance of Brain-Computer Interfaces,"Brain computer interfaces (BCIs) can decode neural signals to control assistive technologies such as robotic limbs for people with paralysis. Neural recordings from intracortical microelectrodes offer the spatiotemporal resolution (e.g., sortable units) necessary for complex tasks, such as controlling a robotic arm with multiple degrees of freedom. However, the quality of these signals decays over time despite many attempts to prolong their longevity. This decrease in long-term performance limits the implementation of this potentially beneficial technology. Predicting whether a channel will have sortable units across time would mitigate this issue and increase the utility of these devices by reducing uncertainty, yet to-date, no such methods exist. Similarly, it would be useful to understand how variables like time post-implantation, electrochemical characteristics, and electrode design impact the long-term quality of these signals. Here, we obtained longitudinal neural recordings and electrochemical data from freely behaving rats implanted with a custom designed microelectrode array with varying site areas, shank positions, and site depths. This dataset was used to develop an explainable artificial intelligence pipeline that predicts with high accuracy the presence of sortable units on a given channel and elucidates the most important factors leading to these predictions. Our pipeline was able to predict whether a channel will be active with an AUC of 0.79 (95% C.I. 0.73–0.86) on unseen data. The most important features of the model were experimental subject, time post-implantation, and a channel’s previous spike metrics. Electrode site depth was the most important electrode design variable. Our results demonstrate the feasibility of implementing explainable artificial intelligence pipelines for longitudinal BCI studies and support previous reports on how factors like time, inter-animal variability, and cortical depth impact long-term performance of BCIs. These results are an important step forward in improving efficient decoding performance and guiding device development, which stand to advance the field and benefit the lives of human BCI patients.","['SHAP', 'Explainability', 'feature importance', 'BCI', 'Neural interfaces', 'longitudinal intracortical recordings', 'neural engineering']",shap ; explainability ; feature importance ; bci ; neural interfaces ; longitudinal intracortical recordings ; neural engineering,7,13,316,12,https://openreview.net/forum?id=YaPPldR6te,4,5.5,2.0816659994661326,1.0,4.0,1.0,0.0817249999999999,0.5570786653910855,0.0,2.173621679654808,419.5,0,4.0,0.4885,2023_12,decision=1;rating_share=1.0;confidence_share=1.0,-1.5446474580205845,0.42479020054618355,0,30-70,0.45545398291105016,-0.17865776520774626
Yg7ExbCxzt6,2023,0,Reject,1,What Matters In The Structured Pruning of Generative Language Models?,"Auto-regressive large language models such as GPT-3 require enormous computational resources to use, leading to huge financial cost and environmental impact. Structured pruning methods traditionally reduce resource usage, however, their application to and efficacy for generative language models is heavily under-explored. We analyze the effects of magnitude, random, and movement (Lagunas et al., 2021) pruning on MLP layers in GPT-like models. We find that movement can under-perform for these models while random pruning nearly matches the best methods. By examining neuron-level redundancy measures, we discover that movement does not select neurons based on how unique they are compared to other neurons, leaving behind excess redundancy. In view of this, we introduce Globally Unique Movement (GUM) to select neurons based on both uniqueness and sensitivity. We then discuss the roles of our techniques on different redundancy metrics through careful comparisons and ablations.","['Neural Network Pruning', 'Natural Language Generation']",neural network pruning ; natural language generation,2,10,145,10,https://openreview.net/forum?id=Yg7ExbCxzt6,4,5.5,0.5773502691896257,1.0,4.0,1.0,0.936625,0.3198913355522077,0.0,1.2561584429208348,334.25,0,4.0,0.4885,2023_10,decision=1;rating_share=1.0;confidence_share=1.0,0.6844224844660668,0.42479020054618355,1,30-70,0.5793425517956929,0.32007508896406783
YhKScHeK4Ed,2023,0,Reject,1,The Game of Hidden Rules: A New Challenge for Machine Learning,"Systematic examination of learning tasks remains an important but understudied area of machine learning (ML) research. To date, most ML research has focused on measuring performance on new tasks or surpassing state of the art performance on existing tasks. These efforts are vital but do not explain why some tasks are more difficult than others. Understanding how task characteristics affect difficulty is critical to formalizing ML's strengths and limitations; a rigorous assessment of which types of tasks are well-suited to a specific algorithm and, conversely, which algorithms are well-suited to a specific task would mark an important step forward for the field. To assist researchers in this effort, we introduce a novel learning environment designed to study how task characteristics affect measured difficulty for the learner. This tool frames learning tasks as a ``board-clearing game,'' which we call the Game of Hidden Rules (GOHR). In each instance of the game, the researcher encodes a specific rule, unknown to the learner, that determines which moves are allowed at each state of the game. The learner must infer the rule through play. We detail the game's expressive rule syntax and show how it gives researchers granular control over learning tasks. We present sample rules, a sample ML algorithm, and methods to assess algorithm performance. Separately, we provide additional benchmark rules, a public leaderboard for performance on these rules, and documentation for installing and using the GOHR environment.","['benchmark', 'environment', 'rule learning']",benchmark ; environment ; rule learning,3,11,239,4,https://openreview.net/forum?id=YhKScHeK4Ed,3,5.666666666666667,2.516611478423583,1.0,3.333333333333333,1.0,0.7665000000000001,0.6242018134444285,0.0,1.865608429851779,359.0,0,3.333333333333333,0.5345,2023_4,decision=1;rating_share=1.0;confidence_share=1.0,0.24083782665165407,0.42479020054618355,0,30-70,0.3875094003388066,-0.4577934873711648
YlmzborbHTy,2023,0,Reject,1,Context-Aware Image Completion,"Image completion is a task that aims to fill in the missing region of a masked image with plausible contents. However, existing image completion methods tend to fill in the missing region with the surrounding texture instead of hallucinating a visual instance that is suitable in accordance with the context of the scene. In this work, we propose a novel image completion model, dubbed Refill, that hallucinates the missing instance that harmonizes well with - and thus preserves - the original context. Refill first adopts a transformer architecture that considers the types, locations of the visible instances, and the location of the missing region. Then, Refill completes the missing foreground and background semantic segmentation masks within the missing region, providing pixel-level semantic and structural guidance to generate missing contents with seamless boundaries. Finally, we condition the image synthesis blocks by using the completed segmentation mask to generate photo-realistic contents to fill out the missing region. Experimental results show the superiority of Refill over state-of-the-art image completion approaches on various natural images.","['Image Completion', 'Image Inpainting']",image completion ; image inpainting,2,4,174,4,https://openreview.net/forum?id=YlmzborbHTy,3,5.333333333333333,0.5773502691896258,1.0,4.0,1.0,0.5861999999999999,0.2322702781418377,0.0,0.7204524448486254,327.0,0,4.0,0.444,2023_4,decision=1;rating_share=1.0;confidence_share=1.0,-0.2292771699916299,0.42479020054618355,0,30-70,0.4813132666169969,-0.07478176430187401
YtntjusJV6,2023,1,Accept: poster,1,Interpretations of Domain Adaptations via Layer Variational Analysis,"Transfer learning is known to perform efficiently in many applications empirically, yet limited literature reports the mechanism behind the scene. This study establishes both formal derivations and heuristic analysis to formulate the theory of transfer learning in deep learning. Our framework utilizing layer variational analysis proves that the success of transfer learning can be guaranteed with corresponding data conditions. Moreover, our theoretical calculation yields intuitive interpretations towards the knowledge transfer process. Subsequently, an alternative method for network-based transfer learning is derived. The method shows an increase in efficiency and accuracy for domain adaptation. It is particularly advantageous when new domain data is sufficiently sparse during adaptation. Numerical experiments over diverse tasks validated our theory and verified that our analytic expression achieved better performance in domain adaptation than the gradient descent method.","['deep learning theory', 'domain adaptation', 'transfer learning', 'variational analysis', 'knowledge transfer']",deep learning theory ; domain adaptation ; transfer learning ; variational analysis ; knowledge transfer,5,8,132,7,https://openreview.net/forum?id=YtntjusJV6,3,5.666666666666667,0.5773502691896257,1.0,3.0,1.0,0.9386333333333332,0.388032983569371,0.0,2.476721629776204,361.6666666666667,0,3.0,0.5345,2023_7,decision=1;rating_share=1.0;confidence_share=1.0,0.689659021450307,0.42479020054618355,1,30-70,0.5587998321159134,0.23629265904971317
YvrAyFZq0ID,2023,0,Reject,1,Long Term Fairness via Performative Distributionally Robust Optimization,"Fairness researchers in machine learning (ML) have coalesced around several fairness criteria which provide formal definitions of what it means for an ML model to be fair. However, these criteria have some serious limitations. We identify four key shortcomings of these formal fairness criteria and address them by extending performative prediction to include a distributionally robust objective. Performative prediction is a recent framework developed to understand the effects of when deploying model influences the distribution on which it is making predictions. We prove a convergence result for our proposed repeated distributionally robust optimization (RDRO). We further verify our results empirically and develop experiments to demonstrate the impact of using RDRO on learning fair ML models.","['fairness', 'distributionally robust optimization', 'performative prediction', 'distribution shift']",fairness ; distributionally robust optimization ; performative prediction ; distribution shift,4,8,115,4,https://openreview.net/forum?id=YvrAyFZq0ID,4,5.25,2.0615528128088303,1.0,3.5,1.0,0.961775,1.170218013218901,0.0,1.7149672502587563,315.75,0,3.5,0.412,2023_4,decision=1;rating_share=1.0;confidence_share=1.0,0.7499987027998359,0.42479020054618355,1,30-70,0.3965586876359028,-0.41982474601161573
YzOEjv-7nP,2023,0,Reject,1,PALM: Preference-based Adversarial Manipulation against Deep Reinforcement Learning,"To improve the robustness of DRL agents, it is important to study their vulnerability under adversarial attacks that would lead to extreme behaviors desired by adversaries. Preference-based RL (PbRL) aims for learning desired behaviors with human preferences. In this paper, we propose PALM, a preference-based adversarial manipulation method against DRL agents which adopts human preferences to perform targeted attacks with the assistance of an intention policy and a weighting function. The intention policy is trained based on the PbRL framework to guide the adversarial policy to mitigate restrictions of the victim policy during exploration, and the weighting function learns weight assignment to improve the performance of the adversarial policy. Theoretical analysis demonstrates that PALM converges to critical points under some mild conditions. Empirical results on a few manipulation tasks of Meta-world show that PALM exceeds the performance of state-of-the-art adversarial attack methods under the targeted setting. Additionally, we show the vulnerability of the offline RL agents by fooling them into behaving as human desires on several Mujoco tasks. Our code and videos are available in https://sites.google.com/view/palm-adversarial-attack.","['adversarial attack', 'deep reinforcement learning', 'preference-based reinforcement learning', 'bi-level optimization']",adversarial attack ; deep reinforcement learning ; preference based reinforcement learning ; bi level optimization,4,9,189,1,https://openreview.net/forum?id=YzOEjv-7nP,5,5.6,0.5477225575051663,1.0,3.2,1.0,0.52482,0.4688795768479553,0.0,1.906456788023403,457.6,0,3.2,0.516,2023_1,decision=1;rating_share=1.0;confidence_share=1.0,-0.38931964638633176,0.42479020054618355,0,30-70,0.7431644543149402,1.0624813784559282
ZADNbI_3sbS,2023,0,Reject,1,Reinforcement Learning-Based Estimation for Partial Differential Equations,"In systems governed by nonlinear partial differential equations such as fluid flows, the design of state estimators such as Kalman filters relies on a reduced-order model (ROM) that projects the original high-dimensional dynamics onto a computationally tractable low-dimensional space. However, ROMs are prone to large errors, which negatively affects the performance of the estimator. Here, we introduce the reinforcement learning reduced-order estimator (RL-ROE), a ROM-based estimator in which the correction term that takes in the measurements is given by a nonlinear policy trained through reinforcement learning. The nonlinearity of the policy enables the RL-ROE to compensate efficiently for errors of the ROM, while still taking advantage of the imperfect knowledge of the dynamics. Using examples involving the Burgers and Navier-Stokes equations, we show that in the limit of very few sensors, the trained RL-ROE outperforms a Kalman filter designed using the same ROM. Moreover, it yields accurate high-dimensional state estimates for reference trajectories corresponding to various physical parameter values, without direct knowledge of the latter.",,missingkeyword,0,8,175,3,https://openreview.net/forum?id=ZADNbI_3sbS,4,5.75,0.5,1.0,3.5,1.0,0.9791,0.7690374200714588,0.0,1.2588308417219882,446.25,0,3.5,0.578,2023_3,decision=1;rating_share=1.0;confidence_share=1.0,0.7951719824273726,0.42479020054618355,1,30-70,0.6221884051149116,0.49884730385358184
ZAgV_f00Mm,2023,0,Reject,1,Revisiting Structured Dropout,"Large neural networks are often overparameterised and prone to overfitting, Dropout is a widely used regularization technique to combat overfitting and improve model generalization. However, unstructured Dropout is not always effective for specific network architectures and this has led to the formation of multiple structured Dropout approaches to improve model performance and, sometimes, reduce the computational resources required for inferencing. In this work we revisit structured Dropout comparing different Dropout approaches on natural language processing and computer vision tasks for multiple state-of-the-art networks. Additionally, we devise an approach to structured Dropout we call \\textbf{\\emph{ProbDropBlock}} which drops contiguous blocks from feature maps with a probability given by the normalized feature salience values. We find that with a simple scheduling strategy the proposed approach to structured Dropout consistently improved model performance compared to baselines and other Dropout approaches on a diverse range of tasks and models. In particular, we show \\textbf{\\emph{ProbDropBlock}} improves RoBERTa finetuning on MNLI by $0.22\\%$, and training of ResNet50 on ImageNet by $0.28\\%$.",,missingkeyword,0,3,169,3,https://openreview.net/forum?id=ZAgV_f00Mm,4,5.5,0.5773502691896257,1.0,3.25,1.0,0.7006,0.1785714285714285,0.0,1.2153284076931223,198.0,0,3.25,0.4885,2023_3,decision=1;rating_share=1.0;confidence_share=1.0,0.06900988278702609,0.42479020054618355,0,30-70,0.4091014530115513,-0.3676811627120172
ZBMpG7fWwOP,2023,0,Reject,1,Game Theoretic Mixed Experts for Combinational Adversarial Machine Learning,"Recent advances in adversarial machine learning have shown that defenses considered to be robust are actually susceptible to adversarial attacks which are specifically tailored to target their weaknesses. These defenses include Barrage of Random Transforms (BaRT), Friendly Adversarial Training (FAT), Trash is Treasure (TiT) and ensemble models made up of Vision Transformers (ViTs), Big Transfer models and Spiking Neural Networks (SNNs). It remains an open question, however, as to whether the adversarial examples designed to target one defense will be similarly misclassified by another defense. In this paper, we provide the first adversarial defense transferability study, as well as a game theoretic framework for ensemble adversarial attacks and defenses. Our framework is called Game theoretic Mixed Experts (GaME) and is designed to find the Mixed-Nash strategy for an attacker that can employ compositional adversarial attacks. We show that this framework creates an ensemble of defenses with greater robustness than a combinational defense with a uniform or random probability distribution. Overall, our framework and analyses advance the field of adversarial machine learning by yielding new insights into compositional attack and defense formulations.","['Adversarial Machine Learning', 'Security']",adversarial machine learning ; security,2,9,182,2,https://openreview.net/forum?id=ZBMpG7fWwOP,4,5.5,0.5773502691896258,1.0,3.5,1.0,0.2065999999999999,0.7841789944964417,0.0,1.0277532301659045,428.75,0,3.5,0.4885,2023_2,decision=1;rating_share=1.0;confidence_share=1.0,-1.2190478451208062,0.42479020054618355,0,30-70,0.16008481493217952,-1.6575971484720593
ZMO7nETTWg9,2023,0,Reject,1,Learning Deep Operator Networks: The Benefits of Over-Parameterization,"Neural Operators that directly learn mappings between function spaces have received considerable recent attention. Deep Operator Networks (DeepONets), a popular recent class of neural operators have shown promising preliminary results in approximating solution operators of parametric differential equations. Despite the universal approximation guarantees, there is yet no optimization convergence guarantee for DeepONets based on gradient descent (GD). In this paper, we establish such guarantees and show that over-parameterization based on wide layers provably helps. In particular, we present two types of optimization convergence analysis: first, for smooth activations, we bound the spectral norm of the Hessian of DeepONets and use the bound to show geometric convergence of GD based on restricted strong convexity (RSC); and second, for ReLU activations, we show the neural tangent kernel (NTK) of DeepONets at initialization is positive definite, which can be used with the standard NTK analysis to imply geometric convergence. Further, we present empirical results on three canonical operator learning problems: Antiderivative, Diffusion-Reaction equation, and Burger’s equation, and show that wider DeepONets lead to lower training loss on all the problems, thereby supporting the theoretical results","['Deep Operator Networks', 'Optimization', 'Neural Tangent Kernel']",deep operator networks ; optimization ; neural tangent kernel,3,9,185,12,https://openreview.net/forum?id=ZMO7nETTWg9,5,4.8,2.04939015319192,1.0,3.4,1.0,0.643,-0.0041713920717479,0.0,2.245421969621258,209.4,0,3.4,0.3185,2023_12,decision=1;rating_share=1.0;confidence_share=1.0,-0.08117660532530407,0.42479020054618355,0,30-70,0.2609274414817094,-1.041153734175023
ZS8L3Fbv-L,2023,0,Reject,1,The Value of Out-of-distribution Data,"More data is expected to help us generalize to a task. But real datasets can contain out-of-distribution (OOD) data; this can come in the form of heterogeneity such as intra-class variability but also in the form of temporal shifts or concept drifts. We demonstrate a counter-intuitive phenomenon for such problems: generalization error of the task can be a non-monotonic function of the number of OOD samples; a small number of OOD samples can improve generalization but if the number of OOD samples is beyond a threshold, then the generalization error can deteriorate. We also show that if we know which samples are OOD, then using a weighted objective between the target and OOD samples ensures that the generalization error decreases monotonically. We demonstrate and analyze this phenomenon using linear classifiers on synthetic datasets and medium-sized neural networks on vision benchmarks such as MNIST, CIFAR-10, CINIC-10, PACS, and DomainNet, and observe the effect data augmentation, hyperparameter optimization, and pre-training have on this behavior.","['Distribution Shift', 'Learning Theory']",distribution shift ; learning theory,2,7,169,4,https://openreview.net/forum?id=ZS8L3Fbv-L,4,5.5,3.3166247903554,1.0,2.75,1.0,0.02945,0.8772997835497836,0.0,1.432832792207792,202.0,0,2.75,0.4885,2023_4,decision=1;rating_share=1.0;confidence_share=1.0,-1.6809495181954466,0.42479020054618355,0,30-70,0.2497370190385532,-1.1000153459957334
ZZCJv2biATn,2023,0,Reject,1,Target Conditioned Representation Independence (TCRI); from Domain-Invariant to Domain-General Representations,"We propose a Target Conditioned Representation Independence (TCRI) objective for domain generalization. TCRI addresses the limitations of existing domain generalization methods due to incomplete constraints. Specifically, TCRI implements regularizers motivated by conditional independence constraints that are sufficient to strictly learn complete sets of invariant mechanisms, which we show are necessary and sufficient for domain generalization. Empirically, we show that TCRI is effective on both synthetic and real-world data. TCRI is competitive with baselines in average accuracy while outperforming them in worst-domain accuracy, indicating desired cross-domain stability.","['Domain Generalization', 'Out-of-distribution Generalization', 'Transfer Learning', 'Distribution Shift', 'Covariate Shift']",domain generalization ; out of distribution generalization ; transfer learning ; distribution shift ; covariate shift,5,12,89,4,https://openreview.net/forum?id=ZZCJv2biATn,4,5.0,1.4142135623730951,1.0,3.0,1.0,0.367125,0.3401420854167405,0.0,1.121433550127246,270.0,0,3.0,0.3555,2023_4,decision=1;rating_share=1.0;confidence_share=1.0,-0.8004942686584482,0.42479020054618355,0,30-70,0.33921375979054874,-0.666799930547139
Zo9MZCOn0u,2023,0,Reject,1,Learning to Abstain from Uninformative Data,"Learning and decision making in domains with naturally high noise-to-signal ratios – such as Finance or Healthcare – can be challenging yet extremely important. In this paper, we study a problem of learning and decision making under a general noisy generative process. The distribution has a significant proportion of uninformative data with high noise in label, while part of the data contains useful information represented by low label noise. This dichotomy is present during both training and inference, which requires the proper handling of uninformative data at testing time. We propose a novel approach to learn under these conditions via a loss inspired by the selective learning theory. By minimizing the loss, the model is guaranteed to make a near-optimal decision by distinguishing informative data from the uninformative data and making predictions. We build upon the strength of our theoretical guarantees by describing an iterative algorithm, which jointly optimizes both a predictor and a selector, and evaluate its empirical performance under a variety of settings.","['PAC Learning', 'Sample Complexity', 'Selective Learning', 'Uninformative Data']",pac learning ; sample complexity ; selective learning ; uninformative data,4,6,166,4,https://openreview.net/forum?id=Zo9MZCOn0u,5,5.6,1.3416407864998738,1.0,2.6,1.0,0.68438,0.4839379423843293,0.0,1.0625695868347371,474.8,0,2.6,0.516,2023_4,decision=1;rating_share=1.0;confidence_share=1.0,0.026717784919283075,0.42479020054618355,0,30-70,0.5592822585799624,0.23824965216526423
Zz8_2A4iPS,2023,0,Reject,1,Continual Learning with Soft-Masking of Parameter-Level Gradient Flow,"Existing research on task incremental learning in continual learning has primarily focused on preventing catastrophic forgetting (CF). Several techniques have achieved learning with no CF. However, they attain it by letting each task monopolize a sub-network in a shared network, which seriously limits knowledge transfer (KT) and causes over-consumption of the network capacity, i.e., as more tasks are learned, the performance deteriorates. The goal of this paper is threefold: (1) overcoming CF, (2) encouraging KT, and (3) tackling the capacity problem. A novel and simple technique (called SPG) is proposed that soft-masks (partially blocks) parameter updating in training based on the importance of each parameter to old tasks. Each task still uses the full network, i.e., no monopoly of any part of the network by any task, which enables maximum KT and reduction of capacity usage. Extensive experiments demonstrate the effectiveness of SPG in achieving all three objectives. More notably, it attains significant transfer of knowledge not only among similar tasks (with shared knowledge) but also among dissimilar tasks (with little shared knowledge) while preventing CF.","['continual learning', 'catastrophic forgetting', 'knowledge transfer']",continual learning ; catastrophic forgetting ; knowledge transfer,3,10,178,4,https://openreview.net/forum?id=Zz8_2A4iPS,3,5.0,1.7320508075688772,1.0,4.333333333333333,1.0,0.7700999999999999,-0.001278020601692,0.0,1.0129787907565684,224.66666666666663,0,4.333333333333333,0.3555,2023_4,decision=1;rating_share=1.0;confidence_share=1.0,0.25022448215867427,0.42479020054618355,0,30-70,0.30972379062727284,-0.8014109186019771
_5Q4covjmH,2023,0,Reject,1,A Simulation-based Framework for Robust Federated Learning to Training-time Attacks,"Well-known robust aggregation schemes in federated learning (FL) are shown to be vulnerable to an informed adversary who can tailor training-time attacks [Fang et al., Xie et al.]. We frame robust distributed learning problem as a game between a server and an adversary that is able to optimize strong training-time attacks. We introduce RobustTailor, a simulation-based framework that prevents the adversary from being omniscient. The simulated game we propose enjoys theoretical guarantees through a regret analysis. RobustTailor improves robustness to training-time attacks significantly while preserving almost the same privacy guarantees as standard robust aggregation schemes in FL. Empirical results under challenging attacks show that RobustTailor performs similar to an upper bound with perfect knowledge of honest clients.","['Robust federated learning', 'training-time attacks', 'game theory']",robust federated learning ; training time attacks ; game theory,3,12,122,8,https://openreview.net/forum?id=_5Q4covjmH,4,5.0,0.0,1.0,4.25,1.0,-0.07875,0.9506831682843904,0.0,0.5905236701012377,417.0,0,4.25,0.3555,2023_8,decision=1;rating_share=1.0;confidence_share=1.0,-1.9630706642675668,0.42479020054618355,0,30-70,0.3482680506890382,-0.6266609128279573
_JScUk9TBUn,2023,1,Accept: poster,1,Uniform-in-time propagation of chaos for the mean-field gradient Langevin dynamics,"The mean-field Langevin dynamics is characterized by a stochastic differential equation that arises from (noisy) gradient descent on an infinite-width two-layer neural network, which can be viewed as an interacting particle system. In this work, we establish a quantitative weak propagation of chaos result for the system, with a finite-particle discretization error of $\\mathcal{O}(1/N)$ \\textit{uniformly over time}, where $N$ is the width of the neural network. This allows us to directly transfer the optimization guarantee for infinite-width networks to practical finite-width models without excessive overparameterization. On the technical side, our analysis differs from most existing studies on similar mean field dynamics in that we do not require the interaction between particles to be sufficiently weak to obtain a uniform propagation of chaos, because such assumptions may not be satisfied in neural network optimization. Instead, we make use of a logarithmic Sobolev-type condition which can be verified in appropriate regularized risk minimization settings.","['Neural network optimization', 'mean-field regime', 'interacting particle system', 'propagation of chaos']",neural network optimization ; mean field regime ; interacting particle system ; propagation of chaos,4,13,162,9,https://openreview.net/forum?id=_JScUk9TBUn,5,6.2,1.095445115010332,1.0,2.6,1.0,0.5139400000000001,0.566499642609293,0.0,1.0917165822209935,358.2,0,2.6,0.6835,2023_9,decision=1;rating_share=1.0;confidence_share=1.0,-0.41768820525199385,0.42479020054618355,0,30-70,0.5261774697441725,0.10480570794008762
_QkHfB07QMN,2023,0,Reject,1,M$^3$SAT: A Sparsely Activated Transformer for Efficient Multi-Task Learning from Multiple Modalities,"Multi-modal multi-task learning (M$^2$TL) aims to discover the implicit correspondences among heterogeneous modalities and tasks, which is common in real-world applications like autonomous driving and robotics control. Current single-model solutions for M$^2$TL usually fall short in several aspects. The shared backbone between the modalities is prone to overfitting the simpler modality, while jointly optimizing the tasks suffers from unstable training due to the gradient conflicts across tasks. On the other hand, designing a separate model for each task and modality can avoid the above problems but leads to prohibitively expensive computation and memory consumption, rendering this approach unrealistic. In this work, we propose M$^3$SAT, a sparsely activated transformer for efficient M$^2$TL. The proposed framework tailors the mixture-of-experts (MoEs) into both the self-attention and the feed-forward networks (FFN) of a transformer backbone. It adopts the routing policy to assign attention-heads and FFN experts during training, which effectively disentangles the parameter space to prevent training conflicts among diverse modalities and tasks. Meanwhile, disentangled parameter space also restrains the problem of simple modal prone to overfitting. Sparsely activating the transformer also enables efficient computation for each input sample. Through comprehensive evaluation, we demonstrate the effectiveness of our M$^3$SAT: a remarkable performance margin (\\textit{e.g.}, $\\ge 1.37\\%$) is achieved over the dense models with the same computation cost. More importantly, M$^3$SAT can achieve the above performance improvements with a fraction of the computation cost -- our computation is only $1.38\\% \\sim 53.51\\%$ of that of the SOTA methods. Our code will be released upon acceptance.","['multi-task learning', 'multimodal learning', 'transformer', 'mixture of experts']",multi task learning ; multimodal learning ; transformer ; mixture of experts,4,14,263,4,https://openreview.net/forum?id=_QkHfB07QMN,4,5.5,2.0816659994661326,1.0,3.75,1.0,0.9117,0.8274709706079539,0.0,0.9292061492900444,362.75,0,3.75,0.4885,2023_4,decision=1;rating_share=1.0;confidence_share=1.0,0.6194329321014862,0.42479020054618355,1,30-70,0.3894937688824549,-0.4494406326309707
_i0-12XqVJZ,2023,1,Accept: poster,1,Asynchronous Distributed Bilevel Optimization,"Bilevel optimization plays an essential role in many machine learning tasks, ranging from hyperparameter optimization to meta-learning. Existing studies on bilevel optimization, however, focus on either centralized or synchronous distributed setting. The centralized bilevel optimization approaches require collecting massive amount of data to a single server, which inevitably incur significant communication expenses and may give rise to data privacy risks. Synchronous distributed bilevel optimization algorithms, on the other hand, often face the straggler problem and will immediately stop working if a few workers fail to respond. As a remedy, we propose Asynchronous Distributed Bilevel Optimization (ADBO) algorithm. The proposed ADBO can tackle bilevel optimization problems with both nonconvex upper-level and lower-level objective functions, and its convergence is theoretically guaranteed. Furthermore, it is revealed through theoretic analysis that the iteration complexity of ADBO to obtain the $\\epsilon$-stationary point is upper bounded by $\\mathcal{O}(\\frac{1}{{{\\epsilon ^2}}})$. Thorough empirical studies on public datasets have been conducted to elucidate the effectiveness and efficiency of the proposed ADBO.",,missingkeyword,0,4,168,3,https://openreview.net/forum?id=_i0-12XqVJZ,3,5.0,0.0,1.0,3.6666666666666665,1.0,0.9284666666666668,1.0662264964573147,0.0,1.9441290757771528,277.6666666666667,0,3.6666666666666665,0.3555,2023_3,decision=1;rating_share=1.0;confidence_share=1.0,0.6631504109906661,0.42479020054618355,1,30-70,0.4644095386046441,-0.14260301521998364
_q7A0m3vXH0,2023,1,Accept: poster,1,Geometrically regularized autoencoders for non-Euclidean data,"Regularization is almost {\\it de rigueur} when designing autoencoders that are sparse and robust to noise. Given the recent surge of interest in machine learning problems involving non-Euclidean data, in this paper we address the regularization of autoencoders on curved spaces. We show that by ignoring the underlying geometry of the data and applying standard vector space regularization techniques, autoencoder performance can be severely degraded, or worse, training can fail to converge. Assuming that both the data space and latent space can be modeled as Riemannian manifolds, we show how to construct regularization terms in a coordinate-invariant way, and develop geometric generalizations of the denoising autoencoder and reconstruction contractive autoencoder such that the essential properties that enable the estimation of the derivative of the log-probability density are preserved. Drawing upon various non-Euclidean data sets, we show that our geometric autoencoder regularization techniques can have important performance advantages over vector-spaced methods while avoiding other breakdowns that can result from failing to account for the underlying geometry.","['autoencoders', 'Riemannian geometry', 'non-Euclidean data', 'regularization', 'score estimation']",autoencoders ; riemannian geometry ; non euclidean data ; regularization ; score estimation,5,7,170,4,https://openreview.net/forum?id=_q7A0m3vXH0,3,6.0,0.0,1.0,3.0,1.0,0.6538666666666667,0.5085406109478293,0.0,1.411938002848996,339.3333333333333,0,3.0,0.646,2023_4,decision=1;rating_share=1.0;confidence_share=1.0,-0.052842811850408386,0.42479020054618355,0,30-70,0.5364717107513589,0.14614641429824007
